Media R,Media G,Media B,Media L,Media h,Media c,Std L,Std h,Std c,Media a,Media b,Std a,Std b,Skew L,Kurt L,Skew a,Kurt a,Skew b,Kurt b,Media Theta Circular,Media u,Media v,Std u,Std v,Skew u,Kurt u,Skew v,Kurt v
0.547389992188879,0.24146183020352507,0.44997037777096477,62.9463562490854,-0.6653320800690773,0.728543603682294,5.792563369969627,0.22325481449300957,0.22322288115550454,39.73921205182275,-14.147105918303879,4.983517727492518,8.954765456268664,-0.3351587582866808,2.8310522537939318,-0.8577430281940521,3.4728701627545733,0.3787087733991846,2.8111226967704113,1.1049908235267991,35.00709534347563,-25.85987192034552,11.95940537210084,6.019555165351736,0.5023656501961414,3.1152200593936623,0.15054817248255353,2.9418904227969356
0.5458835546930636,0.23632814354555381,0.44556627735840104,62.61375326928794,-0.658842362934556,0.7401521919796856,5.610462140264268,0.21835461891230803,0.2190455501983133,40.11185913260793,-14.027396513737637,4.616653563918872,8.99637985740445,-0.4018656123122213,2.8140353151323727,-0.7877367806065909,3.353726477832405,0.3735454792714071,2.7998870513033522,1.104514115479081,35.58509307638125,-26.031672238532263,11.723362542419608,6.001374996344464,0.5449990054759208,3.1106923706543776,0.17113755719156154,2.972193872228597
0.5458469643350596,0.23609667537267978,0.44532185506419564,62.59934562841203,-0.6582984573120021,0.7406022647082778,5.599576994887891,0.21786957481586353,0.21885120433414534,40.12926272327468,-14.014720706371675,4.593683500731247,8.99402260777768,-0.40847174611370796,2.809532035994275,-0.7761357903233406,3.3206922181144067,0.3727635366013566,2.8006352621583925,1.1046644576722815,35.61381551852288,-26.032538250787365,11.703546722516347,6.00449979942183,0.5508126806082607,3.11036996575508,0.17122514095994668,2.969703633294646
0.5476700462518135,0.24234941885196365,0.450692143867072,63.003601377464115,-0.6662735200798218,0.7265412619820507,5.823871815058459,0.22404178663345323,0.22395738405864452,39.67446998045218,-14.160950490690325,5.045293415376466,8.94661894140458,-0.3245557246954935,2.833284936069403,-0.8651135660130013,3.477411234789969,0.3786489427171595,2.8122837123370825,1.105911605136927,34.91073672096745,-25.824800139175416,11.996364949660109,6.02805557152848,0.49659035490485887,3.115481600564878,0.14777520251391305,2.9348536099541933
0.7640480911465711,0.2998206023982627,0.36069870644887164,69.33498401928027,0.027056827867574906,0.7483694211016425,4.27024213689939,0.05475527305839855,0.14367024152243515,48.42988482714,16.17380542060393,3.8135477724539832,3.499296085978852,0.375120335787752,2.715304067235672,-0.6268765786811344,3.6422347373985025,0.048525286518511,2.787413694947541,0.08398756788725457,51.23068313131353,1.3549758449694562,7.172899723672671,2.7032568238396633,-0.15513430276552417,2.6311456004460405,0.1538097614507865,2.7471644321332933
0.7634998795898449,0.29891123870362624,0.3599629897207751,69.28096096758973,0.026639115210669296,0.7499855006319681,4.2270701118813,0.054324817516722634,0.14267014764567854,48.474725651946734,16.18718567276964,3.772252131949117,3.497424090065037,0.3635081451458583,2.7012848742241697,-0.6095867404265968,3.624134939510945,0.05076853446170085,2.783380056817073,0.0827360159133408,51.313822951678354,1.3411579374669163,7.115363618802819,2.6952796514778883,-0.1457673932507846,2.6288038044716195,0.1571131825576483,2.7565651977108425
0.7617541640312039,0.2959457662303962,0.35753677484227764,69.10388608808375,0.025370629940755035,0.7554084355646585,4.091861318685487,0.0525054394807687,0.13934116964768337,48.62354150288375,16.238147812861424,3.626490891165469,3.4760179054763283,0.3314765475729384,2.67461595061793,-0.5062117577968722,3.304738999967365,0.07879380755856154,2.730522432914436,0.07898603903519147,51.593116193153996,1.2996215703415102,6.920263937967031,2.6585631847095748,-0.10822729274827862,2.60327327055681,0.17298513603843013,2.762400040756867
0.5660547590334538,0.36735450444414663,0.4293224351243915,70.08233557830007,-0.23923602749531264,0.3235523377483826,4.984957689029172,0.20338262242540278,0.10349379127259381,23.099236267982015,-0.24771949804640733,5.427261345680113,4.2517784549408155,-0.31156491146075,2.089206330592572,-0.46336969178696763,2.580929689833253,-0.0713694725681614,2.6443869891743113,-0.7157293043878954,21.222313902809987,-5.008536580926821,5.7885879733107615,4.608661931817334,-0.5986486074834653,2.6537040825272054,-0.5615174777026157,3.217382718882002
0.5904928873510188,0.38418146866589775,0.42371703191080357,71.23619282470139,-0.11212986208707577,0.331165332675093,5.0088792848173815,0.3061347665457495,0.11319359398346854,22.971089584013946,3.2979954595190963,5.453355008554657,8.10811730006467,-0.09440403575611153,3.7749474225948907,-0.4117414454635129,2.474740821056934,1.0117805539248157,3.254232440190747,-0.8780678857417462,21.968389649713988,-1.4581968668098584,6.547766747911159,7.813457098080168,-0.2940490966151419,2.6083873643962834,0.7371070840149812,3.210944943603603
0.5851382773462623,0.3784561091047016,0.41844357591648934,70.8678528075885,-0.11671906596744726,0.3366038846696952,4.879725735269352,0.31397342250616667,0.11397643281815875,23.08523106578802,3.2783789583246645,5.449769491110668,8.348607882171661,-0.17662830316095648,3.467783184286245,-0.45418223908351274,2.537825510393658,0.9970384002398476,3.104632360480411,-0.9803588703615149,22.16297715156496,-1.5275992331791017,6.605703922057113,8.058571905926877,-0.333711526507001,2.631641653247308,0.7394474804176729,3.059161400656211
